label,text
Chicken pox,"i've had a high fever for the past few days. i don't know what's causing it. also, i noticed rashes on my skin and it's hard for me to resist scratching."
Chicken pox,i've lost my appetite and can't seem to eat anything. i'm worried about my health.
Chicken pox,there are small red spots all over my body that i can't explain. it's worrying me. i feel extremely tired and experience a mild fever every night.
Chicken pox,"my lymph nodes are swollen, causing discomfort in my neck and armpits. i don't know what's causing it."
Chicken pox,"i'm feeling really sick and uncomfortable like something is wrong inside. i don't know what it could be. i noticed small red spots on my arms, which itches if i touch them."
Chicken pox,the itching is making it hard for me to sleep at night. i can't get any rest. i have also lost my appetite and feel lethargic.
Chicken pox,"i'm worried about this rash on my skin. it's spreading rapidly and causing a lot of discomforts. i can hardly sleep at night because of the itching,"
Chicken pox,i have no energy and have lost my appetite. i'm feeling really sick and don't know what's wrong.
Chicken pox,"i have a skin rash that's red and inflamed, and it's spreading all over my body. i've been experiencing intense itching, especially on my arms and legs."
Chicken pox,"i've had a high fever for the past few days, and it's starting to worry me. i don't know what's causing it. also, i have red spots all over my arms and legs, some of which are swollen."
Chicken pox,"i have a skin rash that's red and swollen, and it's spreading all over my body. i have a mild fever and it is causing me a lot of discomforts."
Chicken pox,there are small red spots all over my body that i can't explain. the bumps are itchy and uncomfortable and seem to spread rapidly. it's worrying me.
Chicken pox,the itching is making it hard for me to sleep at night. i can't seem to get any rest because the rash is so itchy and uncomfortable. i'm feeling really tired and exhausted.
Chicken pox,i have no energy and have lost my appetite. i have a high fever and severe headache and don't know what's wrong.
Chicken pox,the high fever and swollen lymph nodes are causing me much discomfort. i have a headache and feel weak and fatigued. it's hard for me to concentrate because of the fever.
Chicken pox,"the rash on my skin is causing a lot of discomforts. it's red and inflamed, spreading all over my body. the rash is accompanied by intense itching, especially on my arms and legs."
Chicken pox,"there are red spots all over my body that i can't explain. the spots are itchy and starting to swell, and they are spreading rapidly."
Chicken pox,i have small lymph nodes on my arms and face. the itching is making my day very uncomfortable.
Chicken pox,"i have no energy and have lost my appetite. i'm feeling really sick and don't know what's wrong. also, there are small red spots starting to show on my skin."
Chicken pox,"i've had a mild fever for the past few days, and it's starting to worry me. the fever has been accompanied by a severe headache. i feel weak and lethargic."
Chicken pox,"i have swollen lymph nodes and red spots all over my body, and they are causing discomfort. i also have a mild fever and feel tired most of the time."
Chicken pox,"i've been suffering from severe itching all over my body, and it's driving me insane. i also have a red and irritating rash."
Chicken pox,"i have seen rashes on my skin, and it's difficult for me not to scratch. also, i've had a high fever for several days. i'm not sure what's causing it."
Chicken pox,"i have little red spots all over my body that i don't understand. it worries me. i have lost my appetite and every night, i am exhausted and have a severe headache."
Chicken pox,"i'm feeling really sick and lost my appetite. i've seen little red patches on my arms, neck and face that itch when i touch them."
Chicken pox,i have red spots on my arms and legs and itching them makes it difficult for me to sleep at night. i also have severe headaches and a mild fever.
Chicken pox,enlarged lymph nodes are giving me a great deal of pain. i have rashes all over my body and because of which i cannot sleep all night.
Chicken pox,"my skin rash is giving me a lot of pain and discomfort. it's red and swollen, and it's spreading throughout my body."
Chicken pox,i have a high fever and a mild headache. i'm tired most of the time and completely lost my appetite.
Chicken pox,"my arms and face have small lymph nodes, which are starting to swell. my day has been made really miserable by the constant itching and pain."
Chicken pox,"my arms and neck have large lymph nodes, which itch when i touch them. the itching has made my day extremely uncomfortable."
Chicken pox,"my skin rash is causing me a great deal of pain. there are also small red spots developing near my neck. since yesterday, i have had a severe fever, headache and fatigue."
Chicken pox,"i am starting to develop tiny red spots all over my face and neck area, and it itches when i touch them. the itching is making my day very uncomfortable."
Chicken pox,"i have lost my appetite completely and can't seem to eat anything. i feel like vomiting and feel exhausted. i noticed rashes on my skin, which is really concerning me."
Chicken pox,i have a high fever and a severe headache. i can't seem to eat anything and feel like vomiting. there are also some red spots developing on my arms. i am really worried.
Chicken pox,i'm worried about these red spots on my skin. it's spreading rapidly and causing a lot of problems. i also developed a mild fever and headache every night.
Chicken pox,i'm feeling really nauseous and uneasy. i'm not sure what it might be. i've seen rashes on my arms and legs. i have lost my appetite and feel exhausted every day.
Chicken pox,i have swollen red lymph nodes on my arms and legs that itch when i touch them. i'm also suffering from a terrible headache and a mild fever. i don't feel like eating anything and have lost my appetite.
Chicken pox,i'm really exhausted and lacking in energy. i can hardly keep my eyes open during the day. i have a mild fever and don't feel like eating anything. i think i have lost my appetite.
Chicken pox,"i am exhausted and have lost my appetite. i feel vomiting and can't eat anything. in addition, little red spots are beginning to appear on my skin and near the neck. i am really worried about my health."
Chicken pox,there are small red spots all over my body. the spots are itchy and uncomfortable. i also have a mild fever and headache.
Chicken pox,"i've been suffering from severe itching all over my body, along with a fever and headache. the red spots are starting to swell and it is getting really uncomfortable every day."
Chicken pox,i feel tired every day. there are red spots all over my arms and back and it itches if i touch them. i am really worried and not sure what to do.
Chicken pox,"the high fever, swollen lymph nodes and headache are causing me a lot of trouble. i don't feel like eating anything and feel weak and fatigued. it's hard for me to concentrate on my daily life."
Chicken pox,"i have a high fever and red spots and rashes all over my body. i feel exhausted and have completely lost my appetite, which has made me weak and lethargic. i am really worried."
Chicken pox,i have seen rashes on my arms and neck and it itches if i scratch them. i've also had a high fever for a few days. i have no idea what is causing it. the itching is causing me a lot of discomforts.
Chicken pox,"there are red swollen spots all over my body. it itches if i touch them. moreover, i also have a high fever and headache and always feel exhausted."
Impetigo,i have developed a skin rash on my face and neck. the rash is made up of red sores that are blistering. i am worried about my health.
Impetigo,"i have developed skin rashes made up of blistering sores. the blistering sores are raised, fluid-filled lesions and they are painful to touch. i am also suffering from a high fever."
Impetigo,i have a high fever. there are red sores developing near my nose. the sores are painful and have yellow rust-colored ooze coming out from them.
Impetigo,"there are rashes around my nose, with large red sores. i noticed that the rash was spreading to other parts of my body. also, i have a high fever every night."
Impetigo,i have been suffering from a high fever for the last couple of days. sores are developing near my nose. the sores are painful and i am feeling very uncomfortable these days.
Impetigo,"my skin has developed rashes, mainly near the nose. the rash is spreading to other parts of my body. i am really about worried about this."
Impetigo,i have been experiencing extreme fatigue and a high fever. there are rashes near my nose and mouth. the rash is itchy and makes it very difficult for me to sleep.
Impetigo,"i am suffering from extreme fever and weakness. i have developed sores on my face. the sores itchy and uncomfortable. often, a yellow colored ooze comes out of the sores."
Impetigo,i have noticed that the sores are taking longer to heal and are more prone to infection. the sores on my face are swollen and tender to the touch and very uncomfortable to handle.
Impetigo,there are red sores on my face and near my nose. i have noticed that the rash is spreading more quickly on my neck and chest.
Impetigo,the sores around my nose have become crusted over and are difficult to touch. a yellow-rust coloured ooze used to come out of the sores. it is taking much more time to handle.
Impetigo,"i developed a minor rash near my nose a few days ago. now, the rash is accompanied by a burning sensation and redness of the skin. i feel it is some kind of an infection."
Impetigo,"initially, i developed small red sores near my nose and neck. now, i am having a high fever and the sores have become more painful and inflamed over the past few days."
Impetigo,"i noticed a skin rash on my face. it was made up of a blistering sore. today i observed a yellow colored fluid coming out of the sores, i am not sure what it is."
Impetigo,"the sores on my face are beginning to weep clear fluid. also, every night i get a high fever and chills, because of which i cannot sleep all night."
Impetigo,i initially had rashes on my face and near my nose. but now the rash is spreading down my arms and legs.
Impetigo,"i have a high fever every night and developed sores on my face, particularly near my nose. i have noticed that the sores are taking longer to heal and are more prone to infection."
Impetigo,"the sores around my nose are now surrounded by red, inflamed skin. the rash has caused my skin to become dry and flaky, with a visible yellow colored fluid coming out of the sores."
Impetigo,"i have also been experiencing flu-like symptoms, such as fever and body pain. i have noticed red rashes and blistering sores near my nose and lips. it's itchy and uncomfortable."
Impetigo,i am suffering from mild fever and headache. there are small sores near my nose and rashes on my neck. i am going through a very tough time right now.
Impetigo,"there is a rash particularly bad around my nose, with large red sores that are painful and have yellow rust-colored ooze coming from them."
Impetigo,"there are sores on my face and mostly near my nose and lips. the sores are causing discomfort or pain, and there is a discharge of yellow or rust-colored fluid from them."
Impetigo,"i have been developing sores on my face and nose area. i am not sure what is causing this. the sores on my face are swollen and tender to the touch, and i have a burning sensation and redness of the skin."
Impetigo,"the rash on my face has become more painful and inflamed over the past few days, and the sores are beginning to weep clear fluid. it is getting extremely painful with each day."
Impetigo,i have rashes on my face. i am starting to have small sores around my nose and often a yellow fluid comes out of the sores. the sores are becoming extremely painful.
Impetigo,"i am feeling really sick. i have a high fever and headache. i noticed rashes on my arms and face. i am extremely worried about this. today, i observed red sores near my nose."
Impetigo,"i've been suffering from a high fever for the past few days. sores are forming around my nose and there are rashes on different parts of my body. the sores are severe, and i'm feeling really uneasy these days."
Impetigo,i have a high fever and am really weak. my face has gotten sores. the blisters are itchy and painful. a yellow ooze frequently leaks from the wounds.
Impetigo,"i am experiencing skin rashes with burning sores. the blistering sores are fluid-filled, elevated, red colored lesions that are unpleasant to touch. i also have a high fever."
Impetigo,"i believe i have some skin disease. there are rashes on my face and small sores near my nose. the sores have become red, and painful and some kind of a yellow ooze discharges from them."
Impetigo,"i have noticed that the sores on my face are healing more slowly and are more likely to become infected. my cheek sores are large, painful to the touch, and extremely difficult to handle. i can't seem to get rid of these sores."
Impetigo,"i am having a high fever. i've had a skin rash on my face, neck and arms. the rash is made up of burning red lesions. i'm concerned about my health."
Impetigo,"i've acquired skin rashes with blistering sores. the blistering sores are fluid-filled, elevated lesions that are unpleasant to touch. i'm also running a high fever."
Impetigo,"i'm running a high temperature. near my nose, red sores are forming. the lesions are painful, and yellow rust-colored fluid is oozing from them."
Impetigo,"i have rashes around my nose, as well as huge red sores. the rash is spreading to other places on my body, as i've seen. in addition, i have a high temperature every night."
Impetigo,my cheeks and nose are covered with red sores. i've observed that the rash on my neck and chest is spreading faster. i am also developing a mild fever.
